# Data source: SEC EDGAR (data.sec.gov)
# Screener Parameters:
# Revenue >= 0.0
# NetIncome >= 0.0
# EPS >= 0.0
# Debt/Assets <= 0.8

Ticker,Company,CIK,ReportDate,Revenue,NetIncome,NetMargin%,RevenueYoY%,Assets,Liabilities,Equity,Debt/Assets%,EPS,SharesOut
GPN,GLOBAL PAYMENTS INC.,0001123360,2024-12-31,3975163000,1570365000,39.5,17.92,46890255000,23873688000,22280686000.0,50.91,6.18,236743716.0
BF.B,Brown-Forman Corporation,0000014693,2025-04-30,3975000000,869000000,21.86,-4.86,8086000000,4093000000,3993000000.0,50.62,1.84,472669000.0
BF.A,Brown-Forman Corporation,0000014693,2025-04-30,3975000000,869000000,21.86,-4.86,8086000000,4093000000,3993000000.0,50.62,1.84,472669000.0
MLM,"MARTIN MARIETTA MATERIALS, INC.",0000916076,2024-12-31,3965594000,1995000000,50.31,3.85,18170000000,8714000000,9453000000.0,47.96,32.5,60307143.0
UFPI,"UFP INDUSTRIES, INC.",0000912767,2024-12-28,3941182000,414560000,10.52,21.62,4150938000,900947000,3224072000.0,21.7,6.78,58257224.0
JHX,JAMES HARDIE INDUSTRIES plc,0001159152,2025-03-31,3877500000,424000000,10.93,-1.49,5229900000,3068400000,2161500000.0,58.67,0.98,429818781.0
MOG.B,MOOG Inc.,0000067887,2025-09-27,3860624000,235028000,6.09,325.23,4426055000,2433500000,1992555000.0,54.98,7.42,
MOG.A,MOOG Inc.,0000067887,2025-09-27,3860624000,235028000,6.09,325.23,4426055000,2433500000,1992555000.0,54.98,7.42,
AOS,A. O. Smith Corporation,0000091142,2023-12-31,3852800000,556600000,14.45,2.63,3213900000,1369500000,1844400000.0,42.61,3.71,75732188.0
VICI,VICI Properties Inc.,0001705696,2024-12-31,3849205000,2678810000,69.59,6.57,45368940000,18417139000,26537955000.0,40.59,2.56,1068811371.0
APH,AMPHENOL CORPORATION,0000820313,2024-12-31,3848300000,2424000000,62.99,,21440200000,11584100000,9792000000.0,54.03,2.01,1224055508.0
SCSC,"ScanSource, Inc.",0000918965,2025-06-30,3846260000,71548000,1.86,7.79,1785606000,879197000,906409000.0,49.24,3.05,21942503.0
AVNT,AVIENT CORPORATION,0001122976,2024-12-31,3835500000,169500000,4.42,1.71,5811100000,1186600000,2313800000.0,20.42,1.86,91563628.0
GME,GameStop Corp.,0001326380,2025-02-01,3823000000,131300000,3.43,-27.5,5875400000,945600000,2286300000.0,16.09,0.33,448009480.0
SEM,SELECT MEDICAL HOLDINGS CORP,0001320414,2024-12-31,3816575000,214038000,5.61,,5607951000,3610856000,1681355000.0,64.39,1.66,123817591.0
SPB,"Spectrum Brands Holdings, Inc.",0000109177,2025-09-30,3802100000,99900000,2.63,331.91,3379600000,1469900000,1909700000.0,43.49,3.88,23375279.0
TRMB,TRIMBLE INC.,0000864749,2025-01-03,3798700000,1504400000,39.6,3.33,9488300000,3743000000,5745300000.0,39.45,6.13,237920962.0
ESI,Element Solutions Inc,0001590714,2024-12-31,3775900000,244200000,6.47,5.3,4873900000,2475500000,2383000000.0,50.79,1.01,241999914.0
LECO,LINCOLN ELECTRIC HOLDINGS INC,0000059527,2024-12-31,3761211000,466108000,12.39,16.3,3520142000,2192709000,1327433000.0,62.29,8.23,55026176.0
REYN,REYNOLDS CONSUMER PRODUCTS INC.,0001786431,2024-12-31,3756000000,352000000,9.37,-1.6,4873000000,2731000000,2142000000.0,56.04,1.68,210329618.0
LCII,LCI INDUSTRIES,0000763744,2024-12-31,3741208000,142867000,3.82,-1.15,2894739000,1507853000,1386886000.0,52.09,5.61,24198010.0
ZBRA,Zebra Technologies Corporation,0000877212,2024-12-31,3722000000,528000000,14.19,4.14,7968000000,4382000000,3586000000.0,54.99,10.25,50660242.0
QRVO,"Qorvo, Inc.",0001604778,2025-03-29,3718971000,55615000,1.5,-1.34,5933131000,2540819000,3392312000.0,42.82,0.59,92396921.0
SBH,"SALLY BEAUTY HOLDINGS, INC.",0001368458,2025-09-30,3701424000,195878000,5.29,-0.42,2871096000,2076889000,794207000.0,72.34,1.95,97497664.0
FCN,"FTI CONSULTING, INC",0000887936,2024-12-31,3698652000,280088000,7.57,6.0,3596830000,1338540000,2258290000.0,37.21,7.96,30876070.0
GIC,Global Industrial Company,0000945114,2024-12-31,3682039000,61000000,1.66,2.56,520700000,239600000,281100000.0,46.01,1.59,38493978.0
HUBB,HUBBELL INC,0000048898,2024-12-31,3668800000,777800000,21.2,4.67,6679100000,3396400000,3268300000.0,50.85,14.46,53144752.0
DAR,DARLING INGREDIENTS INC.,0000916540,2024-12-28,3662251000,278880000,7.61,7.77,10070473000,5606181000,4377810000.0,55.67,1.75,158186082.0
PINS,"Pinterest, Inc.",0001506293,2024-12-31,3646166000,1862106000,51.07,19.35,5342660000,591506000,4751154000.0,11.07,2.74,0.0
JKS,"JinkoSolar Holding Co., Ltd.",0001481513,2024-12-31,3642297046,7473000,0.21,,17108541000,12418233000,2726139000.0,72.58,0.04,205351057.0
ITT,ITT INC.,0000216228,2024-12-31,3630700000,518300000,14.28,10.59,4710700000,1941100000,2762600000.0,41.21,6.34,78000000.0
URBN,"URBAN OUTFITTERS, INC.",0000912615,2025-01-31,3616014000,402462000,11.13,1.98,4519480000,2047976000,2471504000.0,45.31,4.34,89678939.0
Q,"Qnity Electronics, Inc.",0002058873,2025-09-30,3564000000,592000000,16.61,,12512000000,3125000000,9123000000.0,24.98,2.83,209463194.0
TPG,TPG Inc.,0001880661,2024-12-31,3500082000,23483000,0.67,46.45,10535109000,6943120000,3591989000.0,65.9,0.0,
TPGXL,TPG Inc.,0001880661,2024-12-31,3500082000,23483000,0.67,46.45,10535109000,6943120000,3591989000.0,65.9,0.0,
AYI,ACUITY INC.,0001144215,2025-08-31,3461000000,396600000,11.46,4.05,4755200000,2030300000,2724900000.0,42.7,12.85,30662621.0
POR,PORTLAND GENERAL ELECTRIC COMPANY,0000784977,2024-12-31,3440000000,193000000,5.61,17.69,12544000000,8750000000,1911000000.0,69.75,3.02,112488952.0
EW,EDWARDS LIFESCIENCES CORPORATION,0001099800,2024-12-31,3435300000,4174600000,121.52,15.91,13055300000,2992400000,9998400000.0,22.92,6.98,580300000.0
BAM,BROOKFIELD ASSET MANAGEMENT LTD.,0001937926,2025-09-30,3423000000,541000000,15.8,,4386000000,1108000000,3247000000.0,25.26,1.15,
FN,FABRINET,0001408710,2025-06-27,3419327000,332527000,9.72,18.6,2831432000,849620000,1981812000.0,30.01,9.23,35827210.0
BXP,"BXP, INC.",0001037540,2024-12-31,3407719000,14272000,0.42,4.1,26084980000,18137324000,5413306000.0,69.53,0.09,158468685.0
INCY,INCYTE CORPORATION,0000879169,2024-12-31,3394635000,32615000,0.96,13.67,5444322000,1996694000,3447628000.0,36.67,0.16,196322703.0
FCFS,"FIRSTCASH HOLDINGS, INC.",0000840489,2024-12-31,3388514000,258815000,7.64,7.51,4476986000,2422822000,2054164000.0,54.12,5.76,44134150.0
CART,MAPLEBEAR INC.,0001579091,2024-12-31,3378000000,457000000,13.53,11.05,4115000000,836000000,3093000000.0,20.32,1.69,262532964.0
CXT,"CRANE NXT, CO.",0000025445,2024-12-31,3374900000,184100000,5.45,6.13,2386500000,1321600000,1064900000.0,55.38,3.22,57422039.0
IESC,"IES Holdings, Inc.",0001048268,2025-09-30,3371468000,305975000,9.08,16.89,1595661000,707699000,883955000.0,44.35,15.22,19854585.0
MSM,"MSC INDUSTRIAL DIRECT CO., INC.",0001003078,2025-08-30,3363817000,199328000,5.93,304.5,2462064000,1065562000,1388210000.0,43.28,3.57,55803307.0
CNDT,CONDUENT INC,0001677703,2024-12-31,3356000000,426000000,12.69,-9.83,2599000000,1614000000,839000000.0,62.1,2.28,152889491.0
RVTY,"Revvity, Inc.",0000031791,2024-12-29,3311822000,270385000,8.16,365.27,12392478000,4725604000,7666874000.0,38.13,2.21,113375621.0
ST,SENSATA TECHNOLOGIES HOLDING PLC,0001477294,2024-12-31,3306733000,128477000,3.89,3.26,7143264000,4252821000,2890443000.0,59.54,0.85,145678735.0
IEX,IDEX CORP,0000832101,2024-12-31,3268800000,505000000,15.45,-0.16,6745300000,2951200000,3794700000.0,43.75,6.66,74849436.0
AHCO,AdaptHealth Corp.,0001725255,2024-12-31,3260975000,90422000,2.77,1.9,4486947000,2908829000,1571145000.0,64.83,0.62,135424334.0
TPH,"Tri Pointe Homes, Inc.",0001561680,2024-12-31,3260447000,458029000,14.05,5.76,4891115000,1555393000,3335710000.0,31.8,4.87,85953497.0
AHL,Aspen Insurance Holdings Limited,0001267395,2024-12-31,3260300000,486100000,14.91,9.92,15748500000,12376600000,3371900000.0,78.59,7.14,60395839.0
EXR,EXTRA SPACE STORAGE INC.,0001289490,2024-12-31,3256902000,854681000,26.24,27.21,28847926000,13988564000,13947535000.0,48.49,4.03,212247580.0
LRCX,LAM RESEARCH CORPORATION,0000707549,2025-06-29,3237693000,5358217000,165.49,51.74,21345260000,11483641000,9861619000.0,53.8,4.17,1256030000.0
AFRM,"Affirm Holdings, Inc.",0001820953,2025-06-30,3224412000,52186000,1.62,38.8,11154929000,8085919000,3069009000.0,72.49,0.16,59239370.0
SUI,"SUN COMMUNITIES, INC",0000912593,2024-12-31,3221100000,103600000,3.22,-0.11,16549400000,9096800000,7081700000.0,54.97,0.71,123668389.0
PHM,"PULTEGROUP, INC.",0000822416,2024-12-31,3192363000,3083262000,96.58,5.82,17363763000,5241799000,12121964000.0,30.19,14.82,194916877.0
VMI,"Valmont Industries, Inc.",0000102729,2024-12-28,3169556000,348259000,10.99,14.52,3329972000,1736359000,1542094000.0,52.14,17.31,19699639.0
ACHC,"Acadia Healthcare Company, Inc.",0001520697,2024-12-31,3153963000,255612000,8.1,7.69,5956915000,2766084000,3073715000.0,46.43,2.79,92258166.0
ISRG,"INTUITIVE SURGICAL, INC.",0001035267,2024-12-31,3128900000,2322600000,74.23,15.7,18743200000,2213600000,16433700000.0,11.81,6.54,354496073.0
WS,"WORTHINGTON STEEL, INC.",0001968487,2025-05-31,3093300000,110700000,3.58,-9.83,1961800000,763900000,1074100000.0,38.94,2.24,50805635.0
NE,Noble Corporation plc,0001895262,2024-12-31,3057818000,448353000,14.66,18.11,7964768000,3313382000,4651386000.0,41.6,3.01,158846719.0
WERN,"WERNER ENTERPRISES, INC.",0000793074,2024-12-31,3030258000,34233000,1.13,-7.71,3052237000,1558361000,1455932000.0,51.06,0.55,59830317.0
MUR,MURPHY OIL CORPORATION,0000717423,2024-12-31,3028474000,407171000,13.44,-12.48,9667479000,4325636000,5194250000.0,44.74,2.71,142738809.0
ENSG,"ENSIGN GROUP, INC",0001125376,2024-12-31,3025468000,297973000,9.85,15.15,4669356000,2828928000,1837111000.0,60.58,5.26,57924783.0
EVR,EVERCORE INC.,0001360901,2024-12-31,2996361000,378279000,12.62,22.67,4173971000,2232163000,1707642000.0,53.48,9.86,
CNK,"Cinemark Holdings, Inc.",0001385280,2024-12-31,2991547000,309700000,10.35,2.49,5230650000,948938000,322904000.0,18.14,2.54,120424973.0
OGE,OGE ENERGY CORP.,0001021635,2024-12-31,2985300000,441500000,14.79,11.63,13716000000,9075100000,4640900000.0,66.16,2.2,201459938.0
VNT,Vontier Corporation,0001786842,2024-12-31,2979000000,422200000,14.17,-3.75,4310500000,3250600000,1051100000.0,75.41,2.76,145100000.0
HOV,HOVNANIAN ENTERPRISES INC,0000357294,2025-10-31,2978581000,4520000,0.15,-0.88,2633913000,1802978000,830935000.0,68.45,7.95,720307.0
HOVNP,HOVNANIAN ENTERPRISES INC,0000357294,2025-10-31,2978581000,4520000,0.15,-0.88,2633913000,1802978000,830935000.0,68.45,7.95,720307.0
DOCU,"DOCUSIGN, INC.",0001261333,2025-01-31,2976739000,1067885000,35.87,7.78,4012705000,2010013000,2002692000.0,50.09,5.23,200272740.0
NXT,Nextracker Inc.,0001852131,2025-03-31,2959197000,509168000,17.21,18.38,3192516000,1564386000,1628130000.0,49.0,3.55,136542423.0
AMR,"ALPHA METALLURGICAL RESOURCES, INC.",0001704715,2024-12-31,2957285000,187579000,6.34,-14.81,2438708000,789211000,1649497000.0,32.36,14.41,12858024.0
RMD,ResMed Inc.,0000943819,2025-06-30,2957013000,1400723000,47.37,13.44,8174391000,2206532000,5967859000.0,26.99,9.55,145966294.0
HOOD,"Robinhood Markets, Inc.",0001783879,2024-12-31,2951000000,1411000000,47.81,58.23,26187000000,18215000000,7972000000.0,69.56,1.6,0.0
CLH,"CLEAN HARBORS, INC",0000822818,2024-12-31,2944978000,402299000,13.66,6.89,7377278000,2568565000,2573529000.0,34.82,7.46,53431835.0
LPX,LOUISIANA-PACIFIC CORPORATION,0000060519,2024-12-31,2941000000,420000000,14.28,13.95,2569000000,899000000,1671000000.0,34.99,5.91,69643461.0
GHC,GRAHAM HOLDINGS CO,0000104889,2024-12-31,2932099000,724634000,24.71,8.76,7677205000,3346569000,4256661000.0,43.59,164.62,
AVB,"AVALONBAY COMMUNITIES, INC.",0000915912,2024-12-31,2913757000,974525000,33.45,5.27,21000737000,9059645000,11783241000.0,43.14,7.61,141594945.0
WMS,"ADVANCED DRAINAGE SYSTEMS, INC.",0001604028,2025-03-31,2904245000,450172000,15.5,1.04,3690360000,2054572000,1525436000.0,55.67,5.81,77764487.0
KNF,Knife River Corporation,0001955520,2024-12-31,2899005000,201678000,6.96,2.43,2851202000,1375117000,1476085000.0,48.23,3.56,56664165.0
FUL,H.B. Fuller Company,0000039368,2024-11-30,2897000000,130256000,4.5,-4.74,4933244000,3103396000,1828659000.0,62.91,2.37,54088889.0
WST,"WEST PHARMACEUTICAL SERVICES, INC.",0000105770,2024-12-31,2886900000,492700000,17.07,1.95,3643400000,961100000,2682300000.0,26.38,6.75,71943412.0
ULS,UL Solutions Inc.,0001901440,2024-12-31,2870000000,326000000,11.36,7.17,2800000000,1869000000,904000000.0,66.75,1.63,200174493.0
PLTR,Palantir Technologies Inc.,0001321655,2024-12-31,2865507000,462190000,16.13,28.79,6340884000,1246477000,5003275000.0,19.66,0.21,2383314000.0
ECG,"Everus Construction Group, Inc.",0002015845,2024-12-31,2849685000,143421000,5.03,-0.16,1288463000,865851000,422612000.0,67.2,2.81,51006575.0
DCI,"DONALDSON COMPANY, INC.",0000029644,2025-07-31,2844900000,367000000,12.9,305.6,2977200000,1523700000,1453500000.0,51.18,3.09,115336687.0
CRI,"CARTER’S, INC.",0001060822,2024-12-28,2844102000,185509000,6.52,-3.45,2433167000,1578605000,854562000.0,64.88,5.12,36447868.0
TER,"TERADYNE, INC.",0000097210,2024-12-31,2819880000,542372000,19.23,5.36,3708714000,889420000,2819294000.0,23.98,3.41,156608303.0
OTEX,Open Text Corp,0001002638,2025-06-30,2815241000,435868000,15.48,22.88,13774064000,502044000,3928867000.0,3.64,1.66,252011071.0
GIII,G III APPAREL GROUP LTD /DE/,0000821002,2025-01-31,2806938000,193566000,6.9,173.85,2483234000,803753000,1679481000.0,32.37,4.35,42189287.0
TKO,"TKO GROUP HOLDINGS, INC.",0001973266,2024-12-31,2804341000,9408000,0.34,67.43,12699936000,3981405000,4091023000.0,31.35,0.12,
PK,Park Hotels & Resorts Inc.,0001617406,2024-12-31,2791000000,212000000,7.6,2.35,9161000000,5567000000,3645000000.0,60.77,1.02,199898278.0
ESAB,ESAB Corporation,0001877322,2024-12-31,2740803000,264842000,9.66,-1.22,4033975000,2225726000,1769004000.0,55.17,4.36,60710966.0
NMRK,"NEWMARK GROUP, INC.",0001690680,2024-12-31,2738502000,85491000,3.12,10.85,4710120000,3172051000,1205525000.0,67.35,0.36,
AL,AIR LEASE CORPORATION,0001487712,2024-12-31,2733657000,427704000,15.65,1.81,32277896000,24745270000,7532626000.0,76.66,3.34,111765032.0
EQR,EQUITY RESIDENTIAL,0000906107,2024-12-31,2701075000,1035831000,38.35,4.76,20834176000,9249829000,11044560000.0,44.4,2.73,380474721.0
DOC,"Healthpeak Properties, Inc.",0000765880,2024-12-31,2700449000,243142000,9.0,23.82,19938255000,10880631000,8401276000.0,54.57,0.36,694949823.0
MBC,"MasterBrand, Inc.",0001941365,2024-12-29,2700400000,125900000,4.66,-0.95,2929800000,1635100000,1294700000.0,55.81,0.99,126779371.0
MTH,Meritage Homes Corporation,0000833079,2024-12-31,2699315000,786186000,29.13,,7162654000,2021081000,5141573000.0,28.22,10.85,70406707.0
DDOG,"Datadog, Inc.",0001561550,2024-12-31,2684275000,183746000,6.85,26.12,5785339000,3070976000,2714363000.0,53.08,0.55,0.0
HI,"HILLENBRAND, INC.",0001417398,2025-09-30,2673800000,43100000,1.61,-15.99,4467100000,3042900000,1386700000.0,68.12,0.61,70506819.0
ENVA,"Enova International, Inc.",0001529864,2024-12-31,2657800000,209448000,7.88,25.51,5266131000,4069207000,1196924000.0,77.27,7.78,24801579.0
BHE,"BENCHMARK ELECTRONICS, INC.",0000863436,2024-12-31,2656105000,63327000,2.38,-6.44,2139464000,770166000,1113313000.0,36.0,1.76,35678935.0
LULU,lululemon athletica inc.,0001397187,2025-02-02,2649181000,1814616000,68.5,327.97,7603292000,3279245000,4324047000.0,43.13,14.67,112190041.0
DNOW,DNOW INC.,0001599617,2024-12-31,2648000000,81000000,3.06,25.68,1621000000,493000000,1124000000.0,30.41,0.75,105011966.0
LTH,"Life Time Group Holdings, Inc.",0001869198,2024-12-31,2620995000,156240000,5.96,18.24,7152537000,4542187000,2610350000.0,63.5,0.77,220512238.0
INVH,Invitation Homes Inc.,0001687229,2024-12-31,2618942000,453917000,17.33,7.67,18700951000,8908442000,9756764000.0,47.64,0.74,613020589.0
OKTA,"Okta, Inc.",0001660134,2025-01-31,2610000000,28000000,1.07,15.33,9437000000,3032000000,6405000000.0,32.13,0.16,
UI,UBIQUITI INC.,0001511737,2025-06-30,2573545000,711922000,27.66,33.45,1466451000,798191000,668260000.0,54.43,11.77,60499655.0
ACA,"Arcosa, Inc.",0001739445,2024-12-31,2569900000,93700000,3.65,11.35,4915500000,2487300000,2428200000.0,50.6,1.92,49045025.0
CHKP,Check Point Software Technologies Ltd.,0001015922,2024-12-31,2565000000,845700000,32.97,6.22,5754500000,2965100000,2789400000.0,51.53,7.65,108368523.0
GTES,Gates Industrial Corporation plc,0001718512,2024-12-28,2555500000,194900000,7.63,,6786300000,3446000000,3023600000.0,50.78,0.75,258280391.0
COO,"THE COOPER COMPANIES, INC.",0000711404,2025-10-31,2532800000,374900000,14.8,18.41,12394800000,4155700000,8238900000.0,33.53,1.88,195978026.0
GMED,"GLOBUS MEDICAL, INC.",0001237831,2024-12-31,2519355000,102984000,4.09,60.62,5251750000,1074417000,4177333000.0,20.46,0.76,133839166.0
BRSL,INTERNATIONAL GAME TECHNOLOGY PLC,0001619762,2024-12-31,2512000000,348000000,13.85,-41.72,10278000000,8217000000,1652000000.0,79.95,1.73,201858765.0
AKAM,"Akamai Technologies, Inc",0001086222,2024-12-31,2502996000,504918000,20.17,6.96,10368785000,5490428000,4878357000.0,52.95,3.34,143865237.0
STC,STEWART INFORMATION SERVICES CORP,0000094344,2024-12-31,2490419000,73310000,2.94,10.33,2730145000,1319056000,1402142000.0,48.31,2.65,28024203.0
SMCI,"Super Micro Computer, Inc.",0001375365,2025-06-30,2484929000,1048854000,42.21,274.69,14018429000,7716558000,6301693000.0,55.05,1.77,596971133.0
SKY,"Champion Homes, Inc.",0000090896,2025-03-29,2483448000,198413000,7.99,22.65,2110408000,13720000,1544438000.0,0.65,3.45,55858285.0
PRG,"PROG HOLDINGS, INC.",0001808834,2024-12-31,2463496000,197249000,8.01,2.29,1513767000,863486000,650281000.0,57.04,4.63,39545593.0
TTD,"TRADE DESK, INC.",0001671933,2024-12-31,2444831000,393076000,16.08,25.63,6111951000,3162806000,2949145000.0,51.75,0.8,
CHE,CHEMED CORPORATION,0000019584,2024-12-31,2431287000,301999000,12.42,7.37,1668575000,549582000,1118993000.0,32.94,20.1,14164195.0
FIHL,FIDELIS INSURANCE HOLDINGS LIMITED,0001636639,2024-12-31,2420000000,113300000,4.68,-32.71,11765900000,9317500000,2448400000.0,79.19,0.98,111730209.0
RRC,RANGE RESOURCES CORPORATION,0000315852,2024-12-31,2417084000,266340000,11.02,-28.37,7347675000,3411018000,3936657000.0,46.42,1.1,236935813.0
ALLE,Allegion plc,0001579241,2024-12-31,2408200000,597500000,24.81,7.61,4487800000,2987100000,1318300000.0,66.56,6.85,86031953.0
MMS,"Maximus, Inc.",0001032220,2025-09-30,2392236000,319034000,13.34,283.9,4069639000,2395604000,1674035000.0,58.87,5.56,54461507.0
CW,CURTISS-WRIGHT CORPORATION,0000026324,2024-12-31,2391336000,404978000,16.94,-3.88,4985704000,2535905000,2449799000.0,50.86,10.61,36874638.0
WAB,WESTINGHOUSE AIR BRAKE TECHNOLOGIES CORPORATION,0000943452,2024-12-31,2391122000,1056000000,44.16,21.52,18702000000,8569000000,10091000000.0,45.82,6.05,170957186.0
HLI,"Houlihan Lokey, Inc.",0001302215,2025-03-31,2389416000,399711000,16.73,24.81,3819708000,1644831000,651160000.0,43.06,6.08,587866.0
BLD,TopBuild Corp,0001633931,2024-12-31,2384249000,622602000,26.11,25.07,4735426000,2525808000,2209618000.0,53.34,20.41,28071651.0
IR,Ingersoll Rand Inc.,0001699150,2024-12-31,2375400000,838600000,35.3,22.48,18009800000,7764500000,10179000000.0,43.11,2.08,395110395.0
TROW,PRICE T ROWE GROUP INC,0001113169,2024-12-31,2370700000,2100100000,88.59,26.65,13472000000,2021900000,10345400000.0,15.01,9.18,218237000.0
VAL,Valaris Limited,0000314808,2024-12-31,2362600000,373400000,15.8,32.42,4419800000,2175500000,2238500000.0,49.22,5.18,69577278.0
QFIN,"Qifu Technology, Inc.",0001741530,2024-12-31,2351685000,173558000,7.38,2.5,6594142000,3272424000,3314022000.0,49.63,2.88,283981320.0
LW,"Lamb Weston Holdings, Inc.",0001679273,2025-05-25,2335500000,357200000,15.29,,7392600000,2503700000,1737700000.0,33.87,2.51,138879884.0
RCL,ROYAL CARIBBEAN CRUISES LTD,0000884887,2024-12-31,2332301000,2877000000,123.35,-73.43,37070000000,29335000000,7563000000.0,79.13,11.0,272712972.0
HG,"Hamilton Insurance Group, Ltd.",0001593275,2024-12-31,2329924000,613158000,26.32,48.3,7796033000,5467196000,2328709000.0,70.13,3.81,64537772.0
GNTX,GENTEX CORPORATION,0000355811,2024-12-31,2313314333,428403272,18.52,0.61,2760820975,288721320,2467950655.0,10.46,1.77,218942919.0
WAT,WATERS CORP /DE/,0001000697,2024-12-31,2309078000,637834000,27.62,6.54,4553795000,2725288000,1828507000.0,59.85,10.75,59534740.0
CRTO,Criteo S.A.,0001576427,2024-12-31,2296692000,111571000,4.86,27.65,2266449000,1185352000,1049189000.0,52.3,2.04,52327360.0
G,GENPACT LIMITED,0001398659,2024-12-31,2279438000,513670000,22.53,6.92,4987153000,2597542000,2389611000.0,52.08,2.88,172414423.0
MORN,"MORNINGSTAR, INC.",0001289419,2024-12-31,2275100000,183000000,8.04,11.6,3548900000,1930300000,804900000.0,54.39,8.64,41129198.0
PANW,"PALO ALTO NETWORKS, INC",0001327567,2025-07-31,2273100000,1133900000,49.88,29.04,23576200000,15751800000,7824400000.0,66.81,1.71,697000000.0
OLLI,"Ollie’s Bargain Outlet Holdings, Inc.",0001639300,2025-02-01,2271705000,199762000,8.79,8.04,2561145000,865835000,1695310000.0,33.81,3.26,61332549.0
REVG,"REV Group, Inc.",0001687221,2025-10-31,2267783000,95200000,4.2,17.75,1200000000,783700000,416300000.0,65.31,1.92,48806145.0
RPRX,Royalty Pharma plc,0001802768,2024-12-31,2263576000,858983000,37.95,-3.86,18222715000,7880349000,10342366000.0,43.24,1.92,388132400.0
BGC,"BGC Group, Inc.",0001094831,2024-12-31,2262818000,123228000,5.45,11.72,3591967000,2512728000,898507000.0,69.95,0.26,
ALSN,"ALLISON TRANSMISSION HOLDINGS, INC.",0001411207,2024-12-31,2262000000,731000000,32.32,22.92,5336000000,3685000000,1651000000.0,69.06,8.4,83228716.0
TAL,TAL Education Group,0001499620,2025-02-28,2250233000,84591000,3.76,50.98,5503067000,1736669000,3766567000.0,31.56,0.42,
WTM,"WHITE MOUNTAINS INSURANCE GROUP, LTD",0000776867,2024-12-31,2239800000,230400000,10.29,3.37,9925600000,4794600000,4483700000.0,48.31,89.79,2553106.0
CNR,"Core Natural Resources, Inc.",0001710366,2024-12-31,2236311000,286405000,12.81,-12.95,2879543000,1311296000,553519000.0,45.54,9.65,51239470.0
CBOE,"Cboe Global Markets, Inc.",0001374310,2024-12-31,2229100000,529000000,23.73,239.31,7789100000,3509500000,4279600000.0,45.06,7.24,104644514.0
NOG,"NORTHERN OIL AND GAS, INC.",0001104485,2024-12-31,2225728000,520308000,23.38,2.75,5603822000,3283387000,2320435000.0,58.59,5.21,97602978.0
EPC,EDGEWELL PERSONAL CARE COMPANY,0001096752,2025-09-30,2223500000,25400000,1.14,-1.34,3756300000,2203200000,1553100000.0,58.65,0.53,46464244.0
LGIH,"LGI HOMES, INC.",0001580670,2024-12-31,2202598000,196071000,8.9,-6.61,3758534000,1721306000,25210977.0,45.8,8.33,23079100.0
NEU,NEWMARKET CORPORATION,0001282637,2024-12-31,2198404000,462413000,21.03,7.27,3129541000,1667958000,1461583000.0,53.3,48.22,9397122.0
MAA,"MID-AMERICA APARTMENT COMMUNITIES, INC.",0000912595,2024-12-31,2191015000,527543000,24.08,1.98,11812369000,5664705000,5942131000.0,47.96,4.49,117081742.0
HNI,HNI Corporation,0000048287,2024-12-28,2175882000,139500000,6.41,-1.25,1875100000,1034700000,840100000.0,55.18,2.95,45831261.0
LOGI,LOGITECH INTERNATIONAL S.A.,0001032975,2025-03-31,2164014000,631529000,29.18,,3538504000,1411084000,2127420000.0,39.88,4.17,146857663.0
FFIV,"F5, Inc.",0001048695,2025-09-30,2161407000,692380000,32.03,313.12,6319492000,1628778000,3591999000.0,25.77,11.96,58089614.0
ROL,"ROLLINS, INC.",0000084839,2024-12-31,2161220000,466379000,21.58,7.23,2819695000,1489102000,1330593000.0,52.81,0.96,484628814.0
CRS,CARPENTER TECHNOLOGY CORPORATION,0000017843,2025-06-30,2157700000,376000000,17.43,342.33,3486800000,1599800000,1887000000.0,45.88,7.5,49818822.0
TFX,TELEFLEX INCORPORATED,0000096943,2024-12-31,2146303000,69675000,3.25,14.9,7097914000,2819774000,4278140000.0,39.73,1.49,44194408.0
WDAY,"WORKDAY, INC.",0001327811,2025-01-31,2143050000,526000000,24.54,285.86,17977000000,8943000000,9034000000.0,49.75,1.98,220000000.0
CVCO,"CAVCO INDUSTRIES, INC.",0000278166,2025-03-29,2142713000,171036000,7.98,31.68,1406645000,342063000,1064582000.0,24.32,20.97,7805037.0
CR,CRANE COMPANY,0001944013,2025-09-30,2131200000,294700000,13.83,14.45,2641900000,580500000,1638700000.0,21.97,5.15,57596887.0
SEIC,SEI INVESTMENTS COMPANY,0000350894,2024-12-31,2125151000,581191000,27.35,10.7,2684606000,432494000,2252112000.0,16.11,4.47,122439410.0
SOBO,SOUTH BOW CORPORATION,0002019061,2024-12-31,2120000000,316000000,14.91,5.74,11329000000,8719000000,2610000000.0,76.96,1.52,208041109.0
EHC,Encompass Health Corporation,0000785161,2024-12-31,2113700000,455700000,21.56,,6534700000,3685500000,2067000000.0,56.4,4.53,100615977.0
GRBK,"Green Brick Partners, Inc.",0001373670,2024-12-31,2098943000,381583000,18.18,18.07,2249994000,551831000,1625415000.0,24.53,8.51,43565098.0
WWD,"Woodward, Inc.",0000108312,2025-09-30,2098685000,442111000,21.07,373.86,4630143000,2063753000,2566390000.0,44.57,7.42,59868975.0
